country,iso,year,upop,upop%,rpop,rpop%,total_pop,upopw,urban_water_imp_per,rpopw,rural_water_imp_per,tpopw,total_water_imp_per,upopnw%,rpopnw%,tpopnw%,region
Nigeria,NGA,2005,54541.5,39.1,85044.4,60.9,139585.9,43112.6,79,37589.6,44.2,80702.3,57.8,21,55.8,42.2,Sub-Saharan Africa
Nigeria,NGA,2015,87680.5,47.8,95842.9,52.2,183523.4,70855.3,80.8,54911,57.3,125766.3,68.5,19.2,42.7,31.5,Sub-Saharan Africa
Nigeria,NGA,2010,69440.9,43.5,90266.8,56.5,159707.8,55502.9,79.9,45807.1,50.7,101310,63.4,20.1,49.3,36.6,Sub-Saharan Africa
Nigeria,NGA,1990,28379.2,29.7,67238.1,70.3,95617.4,21681.1,76.4,16514.3,24.6,38195.4,39.9,23.6,75.4,60.1,Sub-Saharan Africa
Niue,NIU,1990,0.7,30.9,1.6,69.1,2.3,0.7,99.2,1.6,99.1,2.3,99.1,0.8,0.9,0.9,Oceania
Niue,NIU,1995,0.7,31.5,1.5,68.5,2.2,0.7,99.1,1.5,99.1,2.1,99.2,0.9,0.9,0.8,Oceania
Niue,NIU,2005,0.6,35.2,1.1,64.8,1.7,0.6,98.8,1.1,98.8,1.7,98.8,1.2,1.2,1.2,Oceania
Niue,NIU,2010,0.6,37.5,0.9,62.5,1.5,0.5,98.5,0.9,98.6,1.4,98.6,1.5,1.4,1.4,Oceania
Niue,NIU,2015,0.5,39.7,0.8,60.3,1.3,0.5,98.4,0.8,98.6,1.3,98.5,1.6,1.4,1.5,Oceania
Niue,NIU,2000,0.6,33.1,1.3,66.9,1.9,0.6,99,1.3,99,1.9,99,1,1,1,Oceania
Northern Mariana Islands,MNP,2000,61.7,90.2,6.7,9.8,68.4,59,95.6,6.4,95.6,65.4,95.6,4.4,4.4,4.4,Oceania
Northern Mariana Islands,MNP,2005,61.2,90.8,6.2,9.2,67.4,59,96.4,6,96.4,65,96.4,3.6,3.6,3.6,Oceania
Northern Mariana Islands,MNP,2010,55.6,91.3,5.3,8.7,60.9,54.1,97.2,5.1,97.2,59.2,97.2,2.8,2.8,2.8,Oceania
Northern Mariana Islands,MNP,2015,61.1,91.9,5.4,8.1,66.5,59.6,97.5,5.3,97.5,64.9,97.5,2.5,2.5,2.5,Oceania
Northern Mariana Islands,MNP,1995,51.5,89.6,6,10.4,57.5,48.8,94.8,5.7,94.8,54.5,94.8,5.2,5.2,5.2,Oceania
Northern Mariana Islands,MNP,1990,39.5,89.7,4.5,10.3,44,37.1,94,4.2,94,41.3,94,6,6,6,Oceania
Norway,NOR,1995,3216,73.8,1143.8,26.2,4359.8,3216,100,1143.8,100,4359.8,100,0,0,0,Developed Regions
Norway,NOR,2000,3417.2,76.1,1074.3,23.9,4491.6,3417.2,100,1074.3,100,4491.6,100,0,0,0,Developed Regions
Norway,NOR,1990,3051.2,72,1189.2,28,4240.4,3051.2,100,1189.2,100,4240.4,100,0,0,0,Developed Regions
Norway,NOR,2010,3869.1,79.1,1022.2,20.9,4891.3,3869.1,100,1022.2,100,4891.3,100,0,0,0,Developed Regions
Norway,NOR,2015,4138.6,80.5,1004.2,19.5,5142.8,4138.6,100,1004.2,100,5142.8,100,0,0,0,Developed Regions
Norway,NOR,2005,3583.4,77.5,1041,22.5,4624.4,3583.4,100,1041,100,4624.4,100,0,0,0,Developed Regions
Oman,OMN,2015,3228.1,77.6,929.6,22.4,4157.8,3082.5,95.5,800.8,86.1,3883.3,93.4,4.5,13.9,6.6,Western Asia
Oman,OMN,2005,1826.2,72.4,696.2,27.6,2522.3,1657.8,90.8,555.9,79.9,2213.8,87.8,9.2,20.1,12.2,Western Asia
Oman,OMN,2010,2106.6,75.2,696.2,24.8,2802.8,1983.2,94.1,587.2,84.3,2570.4,91.7,5.9,15.7,8.3,Western Asia
Oman,OMN,1990,1196.5,66.1,613.6,33.9,1810.1,997.8,83.4,429.4,70,1427.1,78.8,16.6,30,21.2,Western Asia
Oman,OMN,1995,1544.2,71.7,610.4,28.3,2154.6,1298,84.1,432.7,70.9,1730.7,80.3,15.9,29.1,19.7,Western Asia
Oman,OMN,2000,1569.2,71.6,623.4,28.4,2192.5,1371.8,87.4,469.8,75.4,1841.6,84,12.6,24.6,16,Western Asia
Pakistan,PAK,2000,47687,33.2,96145,66.8,143832,45505.8,95.4,81766.9,85,127272.7,88.5,4.6,15,11.5,Western Asia
Pakistan,PAK,2005,54863.4,34.7,103108,65.3,157971.4,52069.4,94.9,89360.5,86.7,141429.8,89.5,5.1,13.3,10.5,Western Asia
Pakistan,PAK,1990,33967,30.6,77123.9,69.4,111090.9,32765.7,96.5,63089.2,81.8,95854.9,86.3,3.5,18.2,13.7,Western Asia
Pakistan,PAK,1995,40333.1,31.8,86356.5,68.2,126689.6,38697.5,95.9,72041.9,83.4,110739.4,87.4,4.1,16.6,12.6,Western Asia
Pakistan,PAK,2010,63369.6,36.6,109779.7,63.4,173149.3,59813.7,94.4,96922.6,88.3,156736.3,90.5,5.6,11.7,9.5,Western Asia
Pakistan,PAK,2015,72920.6,38.8,115223.4,61.2,188144,68450.5,93.9,103597.1,89.9,172047.6,91.4,6.1,10.1,8.6,Western Asia
Palau,PLW,1990,10.5,69.6,4.6,30.4,15.1,10.3,97.7,3.3,72.4,13.6,90,2.3,27.6,10,Oceania
Palau,PLW,1995,12.3,71.4,4.9,28.6,17.3,12,97.5,3.8,76.4,15.8,91.5,2.5,23.6,8.5,Oceania
Palau,PLW,2010,17.1,83.4,3.4,16.6,20.5,16.6,97,2.9,86,19.5,95.2,3,14,4.8,Oceania
Palau,PLW,2015,18.5,87.1,2.7,12.9,21.3,18,97,NA,NA,NA,NA,3,NA,NA,Oceania
Palau,PLW,2000,13.4,70,5.8,30,19.2,13,97.3,4.6,80.4,17.7,92.2,2.7,19.6,7.8,Oceania
Palau,PLW,2005,15.5,77.7,4.4,22.3,19.9,15,97.1,3.7,84.4,18.8,94.3,2.9,15.6,5.7,Oceania
Palestine,PSE,1990,1409.3,67.7,672.1,32.3,2081.3,1409.3,100,NA,NA,NA,NA,0,NA,NA,Western Asia
Palestine,PSE,1995,1824.5,70.2,773.9,29.8,2598.4,1824.5,100,670.8,86.7,2495.3,96,0,13.3,4,Western Asia
Palestine,PSE,2010,2975,74.1,1037.9,25.9,4012.9,1928.6,64.8,859.2,82.8,2787.9,69.5,35.2,17.2,30.5,Western Asia
Palestine,PSE,2015,3423.1,75.3,1125.7,24.7,4548.8,1737,50.7,917.3,81.5,2654.3,58.4,49.3,18.5,41.6,Western Asia
Palestine,PSE,2000,2306.3,72,898.3,28,3204.6,2144.8,93,766.9,85.4,2911.7,90.9,7,14.6,9.1,Western Asia
Palestine,PSE,2005,2600.9,73.1,959,26.9,3559.9,2052.4,78.9,806.3,84.1,2858.8,80.3,21.1,15.9,19.7,Western Asia
Panama,PAN,1995,1603,58.1,1154.1,41.9,2757,1568,97.8,827.3,71.7,2395.3,86.9,2.2,28.3,13.1,Latin America and the Caribbean
Panama,PAN,2000,1900,62.2,1154.8,37.8,3054.8,1858.2,97.8,876.7,75.9,2734.9,89.5,2.2,24.1,10.5,Latin America and the Caribbean
Panama,PAN,2005,2143.1,63.7,1222.9,36.3,3365.9,2095.3,97.8,980.2,80.2,3075.5,91.4,2.2,19.8,8.6,Latin America and the Caribbean
Panama,PAN,1990,1340.4,53.9,1146.3,46.1,2486.8,1311.5,97.8,773.2,67.5,2084.7,83.8,2.2,32.5,16.2,Latin America and the Caribbean
Panama,PAN,2015,2655.6,66.6,1332.2,33.4,3987.9,2595.2,97.7,1180.7,88.6,3775.9,94.7,2.3,11.4,5.3,Latin America and the Caribbean
Panama,PAN,2010,2395,65.1,1283.1,34.9,3678.1,2341.1,97.7,1082.8,84.4,3423.9,93.1,2.3,15.6,6.9,Latin America and the Caribbean
Papua New Guinea,PNG,1995,664,14.1,4051.9,85.9,4715.9,579.9,87.3,1004.3,24.8,1584.2,33.6,12.7,75.2,66.4,Oceania
Papua New Guinea,PNG,2000,710.3,13.2,4669,86.8,5379.2,621.7,87.5,1267,27.1,1888.7,35.1,12.5,72.9,64.9,Oceania
Papua New Guinea,PNG,1990,623.5,15,3534.5,85,4157.9,544.2,87.3,859.4,24.3,1403.6,33.8,12.7,75.7,66.2,Oceania
Papua New Guinea,PNG,2015,992.5,13,6639.3,87,7631.8,873.7,88,2176.2,32.8,3049.9,40,12,67.2,60,Oceania
Papua New Guinea,PNG,2005,799.1,13.1,5296.8,86.9,6096,701.1,87.7,1561.9,29.5,2263,37.1,12.3,70.5,62.9,Oceania
Papua New Guinea,PNG,2010,892.9,13,5966,87,6858.9,785.3,87.9,1899.4,31.8,2684.7,39.1,12.1,68.2,60.9,Oceania
Paraguay,PRY,1990,2069.4,48.7,2180.4,51.3,4249.7,1756.5,84.9,494.6,22.7,2251.1,53,15.1,77.3,47,Latin America and the Caribbean
Paraguay,PRY,2000,2960.4,55.3,2389.9,44.7,5350.3,2695.1,91,1232.9,51.6,3928,73.4,9,48.4,26.6,Latin America and the Caribbean
Paraguay,PRY,2005,3386,57.3,2518.1,42.7,5904.2,3186.9,94.1,1663,66,4849.9,82.1,5.9,34,17.9,Latin America and the Caribbean
Paraguay,PRY,2010,3778.1,58.5,2681.6,41.5,6459.7,3672.2,97.2,2158.6,80.5,5830.8,90.3,2.8,19.5,9.7,Latin America and the Caribbean
Paraguay,PRY,1995,2503.2,52.1,2298.6,47.9,4801.8,2201.8,88,853.6,37.1,3055.4,63.6,12,62.9,36.4,Latin America and the Caribbean
Paraguay,PRY,2015,4196.3,59.7,2836.6,40.3,7032.9,4196.3,100,2693.4,94.9,6889.7,98,0,5.1,2,Latin America and the Caribbean
Peru,PER,1995,16985.1,71,6954.2,29,23939.3,15057.6,88.7,3405.1,49,18462.7,77.1,11.3,51,22.9,Latin America and the Caribbean
Peru,PER,2000,18990.9,73,7009.2,27,26000.1,16968.4,89.4,3787.5,54,20755.9,79.8,10.6,46,20.2,Latin America and the Caribbean
Peru,PER,2005,20802,75,6921.3,25,27723.3,18731.9,90,4091,59.1,22822.9,82.3,10,40.9,17.7,Latin America and the Caribbean
Peru,PER,2015,24495.4,78.6,6665.8,21.4,31161.2,22399.9,91.4,4616,69.2,27015.9,86.7,8.6,30.8,13.3,Latin America and the Caribbean
Peru,PER,2010,22507.4,76.9,6755.4,23.1,29262.8,20424.8,90.7,4335.5,64.2,24760.3,84.6,9.3,35.8,15.4,Latin America and the Caribbean
Peru,PER,1990,15001.1,68.9,6770.9,31.1,21772,13194,88,2972,43.9,16166,74.3,12,56.1,25.7,Latin America and the Caribbean
Philippines,PHL,1990,30100.8,48.6,31847.8,51.4,61948.7,27353.3,90.9,24627.3,77.3,51980.6,83.9,9.1,22.7,16.1,South-eastern Asia
Philippines,PHL,1995,33613,48.3,35993.6,51.7,69606.5,30735.7,91.4,28764.1,79.9,59499.8,85.5,8.6,20.1,14.5,South-eastern Asia
Philippines,PHL,2000,37237.8,48,40414,52,77651.8,34261.7,92,33342,82.5,67603.8,87.1,8,17.5,12.9,South-eastern Asia
Philippines,PHL,2005,39995,46.6,45826.3,53.4,85821.2,37025.6,92.6,38992.5,85.1,76018.1,88.6,7.4,14.9,11.4,South-eastern Asia
Philippines,PHL,2010,42288.3,45.3,51156,54.7,93444.3,39388.8,93.1,44850.7,87.7,84239.4,90.1,6.9,12.3,9.9,South-eastern Asia
Philippines,PHL,2015,45172.7,44.4,56630,55.6,101802.7,42331.9,93.7,51114.7,90.3,93446.6,91.8,6.3,9.7,8.2,South-eastern Asia
Poland,POL,2000,23669,61.7,14682.4,38.3,38351.4,23436.1,99,13356.3,91,36792.4,95.9,1,9,4.1,Developed Regions
Poland,POL,2005,23478.7,61.5,14727.6,38.5,38206.3,23271.7,99.1,13708.4,93.1,36980,96.8,0.9,6.9,3.2,Developed Regions
Poland,POL,2010,23260,60.9,14938.7,39.1,38198.8,23078.7,99.2,14220.3,95.2,37299,97.6,0.8,4.8,2.4,Developed Regions
Poland,POL,2015,23139,60.5,15082.6,39.5,38221.6,22977.5,99.3,14612,96.9,37589.5,98.3,0.7,3.1,1.7,Developed Regions
Poland,POL,1990,23374.5,61.3,14775.4,38.7,38149.9,23101.5,98.8,12879.4,87.2,35980.8,94.3,1.2,12.8,5.7,Developed Regions
Poland,POL,1995,23662.6,61.5,14817.3,38.5,38479.9,23405.5,98.9,13166.2,88.9,36571.7,95,1.1,11.1,5,Developed Regions
Portugal,PRT,2000,5606.5,54.4,4699.7,45.6,10306.2,5534.5,98.7,4561.2,97.1,10095.8,98,1.3,2.9,2,Developed Regions
Portugal,PRT,2005,6046.2,57.5,4464.8,42.5,10511,5998.2,99.2,4387.1,98.3,10385.4,98.8,0.8,1.7,1.2,Developed Regions
Portugal,PRT,1990,4743.4,47.9,5156.1,52.1,9899.5,4635.9,97.7,4879.7,94.6,9515.6,96.1,2.3,5.4,3.9,Developed Regions
Portugal,PRT,1995,5160.5,51.1,4936.5,48.9,10097.1,5068.9,98.2,4731.5,95.8,9800.5,97.1,1.8,4.2,2.9,Developed Regions
Portugal,PRT,2015,6734,63.5,3876,36.5,10610,6734,100,3876,100,10610,100,0,0,0,Developed Regions
Portugal,PRT,2010,6414,60.6,4175.8,39.4,10589.8,6394.6,99.7,4153.6,99.5,10548.2,99.6,0.3,0.5,0.4,Developed Regions
Puerto Rico,PRI,2015,3444.5,93.6,235.5,6.4,3680.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Puerto Rico,PRI,1995,3458.3,93.7,231.4,6.3,3689.6,3237.9,93.6,216.7,93.6,3454.6,93.6,6.4,6.4,6.4,Latin America and the Caribbean
Puerto Rico,PRI,2010,3480.6,93.8,229.1,6.2,3709.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Puerto Rico,PRI,1990,3269.7,92.9,248.3,7.1,3518,3061.4,93.6,232.5,93.6,3293.8,93.6,6.4,6.4,6.4,Latin America and the Caribbean
Puerto Rico,PRI,2000,3583.8,94.4,213.1,5.6,3797,3355.5,93.6,199.6,93.6,3555.1,93.6,6.4,6.4,6.4,Latin America and the Caribbean
Puerto Rico,PRI,2005,3539.7,94.1,221.4,5.9,3761.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Qatar,QAT,1990,442.1,92.8,34.4,7.2,476.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western Asia
Qatar,QAT,2005,800.2,97.4,20.9,2.6,821.2,797.6,99.7,20.9,99.7,818.5,99.7,0.3,0.3,0.3,Western Asia
Qatar,QAT,2010,1726.2,98.7,23.5,1.3,1749.7,1726.2,100,23.5,100,1749.7,100,0,0,0,Western Asia
Qatar,QAT,1995,476.1,95,25.1,5,501.2,469.9,98.7,24.7,98.7,494.6,98.7,1.3,1.3,1.3,Western Asia
Qatar,QAT,2000,571.8,96.3,21.9,3.7,593.7,566.8,99.1,21.7,99.1,588.5,99.1,0.9,0.9,0.9,Western Asia
Qatar,QAT,2015,2332.8,99.2,17.8,0.8,2350.5,2332.8,100,17.8,100,2350.5,100,0,0,0,Western Asia
Republic of Korea,KOR,2015,41031.2,82.5,8719.1,17.5,49750.2,40925.6,99.7,NA,NA,NA,NA,0.3,NA,NA,Eastern Asia
Republic of Korea,KOR,1995,34936.2,78.2,9716.8,21.8,44653,33890.3,97,6549.7,67.4,40440,90.6,3,32.6,9.4,Eastern Asia
Republic of Korea,KOR,2000,36607.5,79.6,9369.7,20.4,45977.2,35896.8,98.1,7056.1,75.3,42952.9,93.4,1.9,24.7,6.6,Eastern Asia
Republic of Korea,KOR,1990,31732.4,73.8,11239.9,26.2,42972.3,30782.4,97,NA,NA,NA,NA,3,NA,NA,Eastern Asia
Republic of Korea,KOR,2005,38259.1,81.3,8773.9,18.7,47033.1,37919.1,99.1,7300.7,83.2,45219.8,96.1,0.9,16.8,3.9,Eastern Asia
Republic of Korea,KOR,2010,39701.2,81.9,8752.7,18.1,48453.9,39599.1,99.7,7698,87.9,47297.1,97.6,0.3,12.1,2.4,Eastern Asia
Republic of Moldova,MDA,1990,2040.8,46.8,2323.3,53.2,4364.1,1972,96.6,NA,NA,NA,NA,3.4,NA,NA,Developed Regions
Republic of Moldova,MDA,1995,2008.7,46.3,2330.4,53.7,4339.1,1941,96.6,1712.4,73.5,3653.4,84.2,3.4,26.5,15.8,Developed Regions
Republic of Moldova,MDA,2010,1603.8,44.9,1969.2,55.1,3573,1553.5,96.9,1568,79.6,3121.4,87.4,3.1,20.4,12.6,Developed Regions
Republic of Moldova,MDA,2015,1546.4,45,1890.4,55,3436.8,1499,96.9,1538.4,81.4,3037.3,88.4,3.1,18.6,11.6,Developed Regions
Republic of Moldova,MDA,2000,1881.2,45.8,2226,54.2,4107.2,1819.1,96.7,1674.7,75.2,3493.8,85.1,3.3,24.8,14.9,Developed Regions
Republic of Moldova,MDA,2005,1706.8,45.3,2060.3,54.7,3767.1,1651.8,96.8,1595.3,77.4,3247.1,86.2,3.2,22.6,13.8,Developed Regions
Romania,ROU,1990,12438,53.2,10934.1,46.8,23372.1,11635.2,93.5,5642.9,51.6,17278.2,73.9,6.5,48.4,26.1,Developed Regions
Romania,ROU,1995,12347.3,53.8,10616.2,46.2,22963.5,11739.2,95.1,6595.8,62.1,18335,79.8,4.9,37.9,20.2,Developed Regions
Romania,ROU,2000,11866.8,53,10521.5,47,22388.4,11463.9,96.6,7644,72.7,19107.9,85.3,3.4,27.3,14.7,Developed Regions
Romania,ROU,2005,11758.5,53.2,10354.8,46.8,22113.3,11539.1,98.1,8612.3,83.2,20151.4,91.1,1.9,16.8,8.9,Developed Regions
Romania,ROU,2010,11767.8,53.8,10093.7,46.2,21861.5,11728.3,99.7,9457,93.7,21185.3,96.9,0.3,6.3,3.1,Developed Regions
Romania,ROU,2015,11774.5,54.6,9804.7,45.4,21579.2,11774.5,100,9804.7,100,21579.2,100,0,0,0,Developed Regions
Russian Federation,RUS,1990,108731.7,73.4,39417,26.6,148148.8,106287.6,97.8,32154.1,81.6,138441.7,93.4,2.2,18.4,6.6,Developed Regions
Russian Federation,RUS,1995,109032,73.4,39570.1,26.6,148602.1,106850.7,98,33076.2,83.6,139926.9,94.2,2,16.4,5.8,Developed Regions
Russian Federation,RUS,2000,107650.5,73.3,39112.4,26.7,146762.9,105762.9,98.2,33481.7,85.6,139244.6,94.9,1.8,14.4,5.1,Developed Regions
Russian Federation,RUS,2005,105737.2,73.5,38195.8,26.5,143933,104144.6,98.5,33466.7,87.6,137611.2,95.6,1.5,12.4,4.4,Developed Regions
Russian Federation,RUS,2010,105827.9,73.7,37790,26.3,143617.9,104495.5,98.7,33872.6,89.6,138368.1,96.3,1.3,10.4,3.7,Developed Regions
Russian Federation,RUS,2015,105163.5,74,36934.6,26,142098.1,104047.5,98.9,33701.3,91.2,137748.7,96.9,1.1,8.8,3.1,Developed Regions
Rwanda,RWA,1990,390.8,5.4,6823.9,94.6,7214.7,331.5,84.8,3886.6,57,4218.2,58.5,15.2,43,41.5,Sub-Saharan Africa
Rwanda,RWA,1995,557.2,9.8,5106.7,90.2,5663.8,474.7,85.2,3061.1,59.9,3535.8,62.4,14.8,40.1,37.6,Sub-Saharan Africa
Rwanda,RWA,2000,1253.1,14.9,7142.4,85.1,8395.6,1071.9,85.5,4494.9,62.9,5566.8,66.3,14.5,37.1,33.7,Sub-Saharan Africa
Rwanda,RWA,2005,1818.2,19.3,7611.3,80.7,9429.5,1561.6,85.9,5017.4,65.9,6579,69.8,14.1,34.1,30.2,Sub-Saharan Africa
Rwanda,RWA,2010,2595.6,24,8241.1,76,10836.7,2238.5,86.2,5678.8,68.9,7917.3,73.1,13.8,31.1,26.9,Sub-Saharan Africa
Rwanda,RWA,2015,3580.6,28.8,8847.4,71.2,12428,3100.5,86.6,6360.9,71.9,9461.4,76.1,13.4,28.1,23.9,Sub-Saharan Africa
Saint Kitts and Nevis,KNA,1990,14.1,34.6,26.6,65.4,40.7,13.9,98.3,26.2,98.3,40,98.3,1.7,1.7,1.7,Latin America and the Caribbean
Saint Kitts and Nevis,KNA,1995,14.5,33.7,28.6,66.3,43.1,14.3,98.3,28.1,98.3,42.4,98.3,1.7,1.7,1.7,Latin America and the Caribbean
Saint Kitts and Nevis,KNA,2000,15.1,32.8,31,67.2,46.1,14.8,98.3,30.5,98.3,45.3,98.3,1.7,1.7,1.7,Latin America and the Caribbean
Saint Kitts and Nevis,KNA,2005,15.8,32.1,33.4,67.9,49.2,15.5,98.3,32.8,98.3,48.3,98.3,1.7,1.7,1.7,Latin America and the Caribbean
Saint Kitts and Nevis,KNA,2010,16.7,31.9,35.7,68.1,52.4,16.5,98.3,35.1,98.3,51.5,98.3,1.7,1.7,1.7,Latin America and the Caribbean
Saint Kitts and Nevis,KNA,2015,18,32.4,37.6,67.6,55.6,17.7,98.3,37,98.3,54.6,98.3,1.7,1.7,1.7,Latin America and the Caribbean
Saint Lucia,LCA,1990,40.6,29.3,97.6,70.7,138.2,38.7,95.4,89.2,91.3,127.8,92.5,4.6,8.7,7.5,Latin America and the Caribbean
Saint Lucia,LCA,1995,42.3,28.8,104.7,71.2,147,40.7,96.2,96.6,92.2,137.3,93.4,3.8,7.8,6.6,Latin America and the Caribbean
Saint Lucia,LCA,2000,43.6,27.8,113.4,72.2,156.9,42.3,97.1,105.6,93.1,147.9,94.2,2.9,6.9,5.8,Latin America and the Caribbean
Saint Lucia,LCA,2005,38.2,23.1,127.2,76.9,165.4,37.4,98,119.6,94,157,94.9,2,6,5.1,Latin America and the Caribbean
Saint Lucia,LCA,2010,32.7,18.5,144.7,81.5,177.4,32.3,98.8,137.3,94.9,169.6,95.6,1.2,5.1,4.4,Latin America and the Caribbean
Saint Lucia,LCA,2015,34.2,18.5,150.7,81.5,184.9,34.1,99.5,144.1,95.6,178.2,96.3,0.5,4.4,3.7,Latin America and the Caribbean
Saint Vincent and the Grenadines,VCT,1990,44.5,41.4,63,58.6,107.5,39.3,88.2,55.5,88.2,94.8,88.2,11.8,11.8,11.8,Latin America and the Caribbean
Saint Vincent and the Grenadines,VCT,1995,46.9,43.4,61.2,56.6,108.1,42.6,90.8,55.6,90.8,98.2,90.8,9.2,9.2,9.2,Latin America and the Caribbean
Saint Vincent and the Grenadines,VCT,2000,48.8,45.2,59.1,54.8,107.9,45.6,93.5,55.3,93.5,100.9,93.5,6.5,6.5,6.5,Latin America and the Caribbean
Saint Vincent and the Grenadines,VCT,2005,51.1,47,57.6,53,108.7,48.6,95.1,54.8,95.1,103.4,95.1,4.9,4.9,4.9,Latin America and the Caribbean
Saint Vincent and the Grenadines,VCT,2010,53.3,48.8,56,51.2,109.3,50.7,95.1,53.2,95.1,103.9,95.1,4.9,4.9,4.9,Latin America and the Caribbean
Saint Vincent and the Grenadines,VCT,2015,55.3,50.6,54.1,49.4,109.4,52.6,95.1,51.4,95.1,104,95.1,4.9,4.9,4.9,Latin America and the Caribbean
Samoa,WSM,1990,34.5,21.2,128.3,78.8,162.9,33.4,96.6,111.5,86.9,144.8,88.9,3.4,13.1,11.1,Oceania
Samoa,WSM,1995,36.6,21.5,133.5,78.5,170.2,35.4,96.8,119.6,89.6,155.1,91.1,3.2,10.4,8.9,Oceania
Samoa,WSM,2000,38.4,22,136.2,78,174.6,37.2,97,125.7,92.3,162.9,93.3,3,7.7,6.7,Oceania
Samoa,WSM,2005,38.2,21.2,141.8,78.8,179.9,37.1,97.2,134.7,95,171.8,95.5,2.8,5,4.5,Oceania
Samoa,WSM,2010,37.4,20.1,148.7,79.9,186,36.4,97.4,145.3,97.7,181.6,97.6,2.6,2.3,2.4,Oceania
Samoa,WSM,2015,36.9,19.1,156.3,80.9,193.2,36,97.5,155.3,99.3,191.3,99,2.5,0.7,1,Oceania
San Marino,SMR,1990,21.8,90.4,2.3,9.6,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developed Regions
San Marino,SMR,1995,23.5,91.7,2.1,8.3,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developed Regions
San Marino,SMR,2000,25.2,93.4,1.8,6.6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developed Regions
San Marino,SMR,2005,28.5,94,1.8,6,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developed Regions
San Marino,SMR,2010,29.7,94.1,1.9,5.9,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developed Regions
San Marino,SMR,2015,30.6,94.2,1.9,5.8,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Developed Regions
Sao Tome and Principe,STP,1990,51.2,43.6,66.2,56.4,117.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Sao Tome and Principe,STP,1995,63.4,48.6,67,51.4,130.4,52.7,83.1,43.8,65.4,96.5,74,16.9,34.6,26,Sub-Saharan Africa
Sao Tome and Principe,STP,2000,74.5,53.4,64.9,46.6,139.4,63.7,85.5,45.3,69.8,109,78.2,14.5,30.2,21.8,Sub-Saharan Africa
Sao Tome and Principe,STP,2005,89.7,58,64.9,42,154.6,82.2,91.6,52.3,80.6,134.5,87,8.4,19.4,13,Sub-Saharan Africa
Sao Tome and Principe,STP,2010,110.3,61.9,67.9,38.1,178.2,107.8,97.7,62.1,91.5,169.9,95.3,2.3,8.5,4.7,Sub-Saharan Africa
Sao Tome and Principe,STP,2015,132,65.1,70.8,34.9,202.8,130.6,98.9,66.3,93.6,196.9,97.1,1.1,6.4,2.9,Sub-Saharan Africa
Saudi Arabia,SAU,1990,12411,76.6,3795,23.4,16206.1,11417.2,92,3491.1,92,14908.4,92,8,8,8,Western Asia
Saudi Arabia,SAU,1995,14607,78.7,3960.3,21.3,18567.3,13633.7,93.3,3696.5,93.3,17330.2,93.3,6.7,6.7,6.7,Western Asia
Saudi Arabia,SAU,2000,16085,79.8,4059.6,20.2,20144.6,15283.6,95,3857.3,95,19140.9,95,5,5,5,Western Asia
Saudi Arabia,SAU,2005,19993.9,81,4696.2,19,24690.1,19333.7,96.7,4541.1,96.7,23874.8,96.7,3.3,3.3,3.3,Western Asia
Saudi Arabia,SAU,2010,22374.8,82.1,4883.6,17.9,27258.4,21711.2,97,4738.8,97,26449.9,97,3,3,3,Western Asia
Saudi Arabia,SAU,2015,24854,83.1,5043.8,16.9,29897.7,24116.8,97,4894.2,97,29011,97,3,3,3,Western Asia
Senegal,SEN,1990,2923,38.9,4591.1,61.1,7514.1,2604.9,89.1,1895.3,41.3,4500.2,59.9,10.9,58.7,40.1,Sub-Saharan Africa
Senegal,SEN,1995,3451.5,39.6,5260,60.4,8711.5,3102.3,89.9,2445.5,46.5,5547.7,63.7,10.1,53.5,36.3,Sub-Saharan Africa
Senegal,SEN,2000,3978.7,40.3,5883,59.7,9861.7,3606.4,90.6,3041.6,51.7,6648,67.4,9.4,48.3,32.6,Sub-Saharan Africa
Senegal,SEN,2005,4634.5,41.1,6636.3,58.9,11270.8,4236.2,91.4,3776.8,56.9,8013,71.1,8.6,43.1,28.9,Sub-Saharan Africa
Senegal,SEN,2010,5469,42.2,7481.6,57.8,12950.6,5040.6,92.2,4647.6,62.1,9688.3,74.8,7.8,37.9,25.2,Sub-Saharan Africa
Senegal,SEN,2015,6544,43.7,8423.5,56.3,14967.4,6081.3,92.9,5671.6,67.3,11752.9,78.5,7.1,32.7,21.5,Sub-Saharan Africa
Serbia,SRB,1990,4906,50.4,4829.5,49.6,9735.4,4887.7,99.6,4792,99.2,9679.7,99.4,0.4,0.8,0.6,Developed Regions
Serbia,SRB,1995,5378.7,51.8,4996,48.2,10374.8,5358.7,99.6,4957.3,99.2,10316,99.4,0.4,0.8,0.6,Developed Regions
