country,iso,year,upop,upop%,rpop,rpop%,total_pop,upopw,urban_water_imp_per,rpopw,rural_water_imp_per,tpopw,total_water_imp_per,upopnw%,rpopnw%,tpopnw%,region
Lithuania,LTU,1995,2441.2,67.3,1186.9,32.7,3628.1,2329.1,95.4,902.9,76.1,3232,89.1,4.6,23.9,10.9,Developed Regions
Lithuania,LTU,2000,2343.5,67,1155,33,3498.4,2262.2,96.5,922.1,79.8,3184.3,91,3.5,20.2,9,Developed Regions
Lithuania,LTU,2015,1994.6,66.5,1004.4,33.5,2999,1988,99.7,907.8,90.4,2895.8,96.6,0.3,9.6,3.4,Developed Regions
Luxembourg,LUX,2015,489.8,90.2,53.5,9.8,543.3,489.8,100,53.5,100,543.3,100,0,0,0,Developed Regions
Luxembourg,LUX,1995,338.3,82.9,69.8,17.1,408.2,338.3,100,69.8,100,408.2,100,0,0,0,Developed Regions
Luxembourg,LUX,2000,367.3,84.2,68.8,15.8,436.1,367.3,100,68.8,100,436.1,100,0,0,0,Developed Regions
Luxembourg,LUX,1990,309,80.9,72.7,19.1,381.8,309,100,72.7,100,381.8,100,0,0,0,Developed Regions
Luxembourg,LUX,2005,396.5,86.6,61.4,13.4,457.8,396.5,100,61.4,100,457.8,100,0,0,0,Developed Regions
Luxembourg,LUX,2010,449.7,88.5,58.2,11.5,507.9,449.7,100,58.2,100,507.9,100,0,0,0,Developed Regions
Madagascar,MDG,1990,2720.8,23.6,8825,76.4,11545.8,1944,71.4,1458.8,16.5,3402.7,29.5,28.6,83.5,70.5,Sub-Saharan Africa
Madagascar,MDG,1995,3470.2,25.8,9982.3,74.2,13452.5,2549.9,73.5,2023.9,20.3,4573.8,34,26.5,79.7,66,Sub-Saharan Africa
Madagascar,MDG,2010,6730.4,31.9,14349.1,68.1,21079.5,5355.8,79.6,4521.1,31.5,9876.9,46.9,20.4,68.5,53.1,Sub-Saharan Africa
Madagascar,MDG,2015,8507.7,35.1,15727.7,64.9,24235.4,6943,81.6,5544.4,35.3,12487.3,51.5,18.4,64.7,48.5,Sub-Saharan Africa
Madagascar,MDG,2000,4270.2,27.1,11474.6,72.9,15744.8,3224.5,75.5,2756.1,24,5980.6,38,24.5,76,62,Sub-Saharan Africa
Madagascar,MDG,2005,5270.2,28.8,13020.2,71.2,18290.4,4086.7,77.5,3614.8,27.8,7701.6,42.1,22.5,72.2,57.9,Sub-Saharan Africa
Malawi,MWI,2015,2816.4,16.3,14492.2,83.7,17308.7,2694.9,95.7,12914.6,89.1,15609.5,90.2,4.3,10.9,9.8,Sub-Saharan Africa
Malawi,MWI,1995,1321.6,13.3,8642.5,86.7,9964.1,1216.1,92,4036.9,46.7,5253,52.7,8,53.3,47.3,Sub-Saharan Africa
Malawi,MWI,2000,1654.1,14.6,9667.4,85.4,11321.5,1537.2,92.9,5540.5,57.3,7077.7,62.5,7.1,42.7,37.5,Sub-Saharan Africa
Malawi,MWI,2005,1945.7,15.1,10979.1,84.9,12924.7,1826,93.8,7456.1,67.9,9282.1,71.8,6.2,32.1,28.2,Sub-Saharan Africa
Malawi,MWI,1990,1092.1,11.6,8355,88.4,9447.1,994.9,91.1,3016.9,36.1,4011.8,42.5,8.9,63.9,57.5,Sub-Saharan Africa
Malawi,MWI,2010,2333.1,15.5,12680.6,84.5,15013.7,2211,94.8,9955.9,78.5,12166.9,81,5.2,21.5,19,Sub-Saharan Africa
Malaysia,MYS,1995,11541.6,55.7,9183.8,44.3,20725.4,11116.2,96.3,7997.1,87.1,19113.3,92.2,3.7,12.9,7.8,South-eastern Asia
Malaysia,MYS,2000,14515.4,62,8905.4,38,23420.8,14141.7,97.4,7893.2,88.6,22034.9,94.1,2.6,11.4,5.9,South-eastern Asia
Malaysia,MYS,2005,17210.1,66.6,8633.3,33.4,25843.5,16958.3,98.5,7786.4,90.2,24744.7,95.7,1.5,9.8,4.3,South-eastern Asia
Malaysia,MYS,2015,22898.1,74.7,7753.1,25.3,30651.2,22898.1,100,7209.6,93,30107.7,98.2,0,7,1.8,South-eastern Asia
Malaysia,MYS,2010,20050.9,70.9,8224.9,29.1,28275.8,19980.3,99.6,7546,91.7,27526.3,97.3,0.4,8.3,2.7,South-eastern Asia
Malaysia,MYS,1990,9068,49.8,9143.1,50.2,18211.1,8633,95.2,7819.4,85.5,16452.4,90.3,4.8,14.5,9.7,South-eastern Asia
Maldives,MDV,1990,55.8,25.8,160.1,74.2,215.9,55.8,100,145.4,90.8,201.2,93.2,0,9.2,6.8,Southern Asia
Maldives,MDV,1995,62.8,25.6,182.2,74.4,245,62.8,100,166.2,91.3,229,93.5,0,8.7,6.5,Southern Asia
Maldives,MDV,2005,100.4,33.7,197.1,66.3,297.6,100.2,99.7,188.1,95.4,288.3,96.9,0.3,4.6,3.1,Southern Asia
Maldives,MDV,2010,130.2,40,195.5,60,325.7,129.6,99.6,190.6,97.5,320.2,98.3,0.4,2.5,1.7,Southern Asia
Maldives,MDV,2015,163,45.5,195,54.5,358,162.2,99.5,190.9,97.9,353.1,98.6,0.5,2.1,1.4,Southern Asia
Maldives,MDV,2000,75.6,27.7,197.2,72.3,272.7,75.5,99.9,184,93.3,259.6,95.2,0.1,6.7,4.8,Southern Asia
Mali,MLI,2000,2909.5,28.4,7351.1,71.6,10260.6,2048.4,70.4,2734.2,37.2,4782.6,46.6,29.6,62.8,53.4,Sub-Saharan Africa
Mali,MLI,2005,3828.4,32.1,8112.8,67.9,11941.3,3028.8,79.1,3744,46.1,6772.8,56.7,20.9,53.9,43.3,Sub-Saharan Africa
Mali,MLI,2010,5034.4,36,8951.6,64,13986,4421.4,87.8,4932.7,55.1,9354.1,66.9,12.2,44.9,33.1,Sub-Saharan Africa
Mali,MLI,2015,6489.8,39.9,9768.8,60.1,16258.6,6265,96.5,6257.7,64.1,12522.7,77,3.5,35.9,23,Sub-Saharan Africa
Mali,MLI,1995,2293.8,25.5,6695,74.5,8988.9,1415.1,61.7,1890.7,28.2,3305.8,36.8,38.3,71.8,63.2,Sub-Saharan Africa
Mali,MLI,1990,1857.4,23.3,6106.6,76.7,7964.1,984.1,53,1177.7,19.3,2161.8,27.1,47,80.7,72.9,Sub-Saharan Africa
Malta,MLT,1995,359.8,90.9,35.8,9.1,395.6,359.8,100,35.5,99,395.3,99.9,0,1,0.1,Developed Regions
Malta,MLT,2000,376.4,92.4,31.1,7.6,407.5,376.4,100,31,99.7,407.4,100,0,0.3,0,Developed Regions
Malta,MLT,1990,339.2,90.4,36.1,9.6,375.3,339.2,100,35.5,98.3,374.7,99.8,0,1.7,0.2,Developed Regions
Malta,MLT,2010,402.1,94.7,22.7,5.3,424.7,402.1,100,22.7,100,424.7,100,0,0,0,Developed Regions
Malta,MLT,2015,411.4,95.4,19.8,4.6,431.2,411.4,100,19.8,100,431.2,100,0,0,0,Developed Regions
Malta,MLT,2005,388.4,93.6,26.4,6.4,414.7,388.4,100,26.4,100,414.7,100,0,0,0,Developed Regions
Marshall Islands,MHL,2015,42.8,73.1,15.8,26.9,58.6,40,93.5,15.4,97.6,55.4,94.6,6.5,2.4,5.4,Oceania
Marshall Islands,MHL,2005,36.4,70,15.6,30,52,33.7,92.5,15.1,96.5,48.8,93.7,7.5,3.5,6.3,Oceania
Marshall Islands,MHL,2010,38.7,71.5,15.4,28.5,54,36,93.1,15,97.2,51,94.3,6.9,2.8,5.7,Oceania
Marshall Islands,MHL,1990,30.8,65.1,16.5,34.9,47.3,27.9,90.7,15.6,94.4,43.5,92,9.3,5.6,8,Oceania
Marshall Islands,MHL,1995,34,66.7,17,33.3,51,31.1,91.3,16.1,95.1,47.2,92.5,8.7,4.9,7.5,Oceania
Marshall Islands,MHL,2000,35.6,68.4,16.5,31.6,52.1,32.8,91.9,15.8,95.8,48.6,93.1,8.1,4.2,6.9,Oceania
Martinique,MTQ,2000,344.8,89.7,39.5,10.3,384.3,297.9,86.4,39.5,99.8,337.3,87.8,13.6,0.2,12.2,Latin America and the Caribbean
Martinique,MTQ,2005,354,89.3,42.2,10.7,396.2,337.9,95.5,42.1,99.8,380,95.9,4.5,0.2,4.1,Latin America and the Caribbean
Martinique,MTQ,1990,309.3,86.3,49.2,13.7,358.5,NA,NA,49.1,99.8,NA,NA,NA,0.2,NA,Latin America and the Caribbean
Martinique,MTQ,1995,326,88.4,42.7,11.6,368.7,258.1,79.1,42.6,99.8,300.7,81.5,20.9,0.2,18.5,Latin America and the Caribbean
Martinique,MTQ,2010,356.8,89,44,11,400.8,356.8,100,43.9,99.8,400.7,100,0,0.2,0,Latin America and the Caribbean
Martinique,MTQ,2015,360.6,88.9,45.1,11.1,405.7,360.6,100,45,99.8,405.6,100,0,0.2,0,Latin America and the Caribbean
Mauritania,MRT,2010,2045.9,56.7,1563.5,43.3,3609.4,1133.3,55.4,827,52.9,1960.3,54.3,44.6,47.1,45.7,Sub-Saharan Africa
Mauritania,MRT,1990,836.5,41.3,1187.7,58.7,2024.2,294.8,35.2,295.2,24.9,590,29.1,64.8,75.1,70.9,Sub-Saharan Africa
Mauritania,MRT,1995,1056.4,45.3,1278,54.7,2334.4,425.6,40.3,407.2,31.9,832.8,35.7,59.7,68.1,64.3,Sub-Saharan Africa
Mauritania,MRT,2015,2442.4,59.9,1637.8,40.1,4080.2,1426.8,58.4,935.2,57.1,2362,57.9,41.6,42.9,42.1,Sub-Saharan Africa
Mauritania,MRT,2005,1671.5,53.1,1474.7,46.9,3146.2,841.7,50.4,676.6,45.9,1518.4,48.3,49.6,54.1,51.7,Sub-Saharan Africa
Mauritania,MRT,2000,1333.6,49.2,1374.5,50.8,2708.1,604.4,45.3,534.3,38.9,1138.7,42,54.7,61.1,58,Sub-Saharan Africa
Mauritius,MUS,1995,488.5,43.3,640.1,56.7,1128.7,487.2,99.7,631.9,98.7,1119.1,99.2,0.3,1.3,0.8,Sub-Saharan Africa
Mauritius,MUS,2000,505.7,42.7,679.4,57.3,1185.1,504.5,99.8,671.7,98.9,1176.2,99.2,0.2,1.1,0.8,Sub-Saharan Africa
Mauritius,MUS,1990,463.5,43.9,592.3,56.1,1055.9,462.3,99.7,584.8,98.7,1047,99.2,0.3,1.3,0.8,Sub-Saharan Africa
Mauritius,MUS,2015,497.3,39.7,756.3,60.3,1253.6,496.9,99.9,754.9,99.8,1251.8,99.9,0.1,0.2,0.1,Sub-Saharan Africa
Mauritius,MUS,2005,504.8,41.6,708,58.4,1212.8,503.8,99.8,702.6,99.2,1206.4,99.5,0.2,0.8,0.5,Sub-Saharan Africa
Mauritius,MUS,2010,499.4,40.6,731.3,59.4,1230.7,498.8,99.9,728.3,99.6,1227.1,99.7,0.1,0.4,0.3,Sub-Saharan Africa
Mayotte,MYT,1990,33.3,36.1,59.1,63.9,92.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Mayotte,MYT,2000,71.1,47.7,77.8,52.3,148.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Mayotte,MYT,2005,87.9,50.2,87.1,49.8,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Mayotte,MYT,2010,100,49,104.3,51,204.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Mayotte,MYT,1995,50.6,41.5,71.4,58.5,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Mayotte,MYT,2015,109.9,47,124.1,53,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa
Mexico,MEX,1995,69987.3,73.4,25405.4,26.6,95392.6,64843.7,92.7,16813.4,66.2,81657.1,85.6,7.3,33.8,14.4,Latin America and the Caribbean
Mexico,MEX,2000,77616.9,74.7,26256.7,25.3,103873.6,72831.9,93.8,19170.2,73,92002.1,88.6,6.2,27,11.4,Latin America and the Caribbean
Mexico,MEX,2005,84497.6,76.3,26234.2,23.7,110731.8,80289.2,95,20945.7,79.8,101234.9,91.4,5,20.2,8.6,Latin America and the Caribbean
Mexico,MEX,2015,99244.7,79.2,25990.9,20.8,125235.6,96417.6,97.2,23946.9,92.1,120364.5,96.1,2.8,7.9,3.9,Latin America and the Caribbean
Mexico,MEX,2010,91745.3,77.8,26141.1,22.2,117886.4,88262.5,96.2,22656.9,86.7,110919.4,94.1,3.8,13.3,5.9,Latin America and the Caribbean
Mexico,MEX,1990,61475.4,71.4,24601.6,28.6,86077,56229.3,91.5,14601.1,59.4,70830.3,82.3,8.5,40.6,17.7,Latin America and the Caribbean
Micronesia (Fed. States of),FSM,1990,24.9,25.8,71.5,74.2,96.3,23.3,93.6,64.4,90.1,87.7,91,6.4,9.9,9,Oceania
Micronesia (Fed. States of),FSM,1995,27,25.1,80.6,74.9,107.6,25.3,93.8,72.3,89.7,97.6,90.7,6.2,10.3,9.3,Oceania
Micronesia (Fed. States of),FSM,2005,23.7,22.3,82.5,77.7,106.2,22.4,94.4,72.9,88.3,95.2,89.7,5.6,11.7,10.3,Oceania
Micronesia (Fed. States of),FSM,2010,23.1,22.3,80.5,77.7,103.6,21.9,94.7,70.6,87.6,92.4,89.2,5.3,12.4,10.8,Oceania
Micronesia (Fed. States of),FSM,2015,23.4,22.4,81,77.6,104.5,22.2,94.8,70.8,87.4,93,89,5.2,12.6,11,Oceania
Micronesia (Fed. States of),FSM,2000,24,22.3,83.4,77.7,107.4,22.6,94.1,74.3,89,96.8,90.1,5.9,11,9.9,Oceania
Monaco,MCO,2000,35.1,100,0,0,35.1,35.1,100,NA,NA,35.1,100,0,NA,0,Developed Regions
Monaco,MCO,2005,35.3,100,0,0,35.3,35.3,100,NA,NA,35.3,100,0,NA,0,Developed Regions
Monaco,MCO,2010,35.4,100,0,0,35.4,35.4,100,NA,NA,35.4,100,0,NA,0,Developed Regions
Monaco,MCO,2015,35.5,100,0,0,35.5,35.5,100,NA,NA,35.5,100,0,NA,0,Developed Regions
Monaco,MCO,1995,33,100,0,0,33,33,100,NA,NA,33,100,0,NA,0,Developed Regions
Monaco,MCO,1990,30.9,100,0,0,30.9,30.9,100,NA,NA,30.9,100,0,NA,0,Developed Regions
Mongolia,MNG,1995,1305.4,56.8,992.6,43.2,2298.1,1001.9,76.7,232.9,23.5,1234.8,53.7,23.3,76.5,46.3,Eastern Asia
Mongolia,MNG,2000,1369.7,57.1,1027.7,42.9,2397.5,1016,74.2,333,32.4,1349,56.3,25.8,67.6,43.7,Eastern Asia
Mongolia,MNG,1990,1245.7,57,938.5,43,2184.2,962.5,77.3,203.4,21.7,1165.9,53.4,22.7,78.3,46.6,Eastern Asia
Mongolia,MNG,2005,1578.9,62.5,947.6,37.5,2526.5,1130.5,71.6,391.7,41.3,1522.2,60.2,28.4,58.7,39.8,Eastern Asia
Mongolia,MNG,2010,1832.9,67.6,879.8,32.4,2712.7,1265.1,69,442.3,50.3,1707.5,62.9,31,49.7,37.1,Eastern Asia
Mongolia,MNG,2015,2105.8,72,817.3,28,2923.1,1399.3,66.4,483.9,59.2,1883.2,64.4,33.6,40.8,35.6,Eastern Asia
Montenegro,MNE,1990,295.2,48,319.4,52,614.6,292.4,99,NA,NA,NA,NA,1,NA,NA,Developed Regions
Montenegro,MNE,2005,383,62.2,232.8,37.8,615.8,380.5,99.3,222.5,95.6,602.9,97.9,0.7,4.4,2.1,Developed Regions
Montenegro,MNE,2010,391.2,63.1,228.8,36.9,620.1,390.5,99.8,222.8,97.4,613.3,98.9,0.2,2.6,1.1,Developed Regions
Montenegro,MNE,2015,398,64,223.6,36,621.6,398,100,221.7,99.2,619.7,99.7,0,0.8,0.3,Developed Regions
Montenegro,MNE,1995,328,53.4,286.6,46.6,614.7,324.8,99,NA,NA,NA,NA,1,NA,NA,Developed Regions
Montenegro,MNE,2000,357.8,58.5,253.4,41.5,611.2,354.4,99,239.4,94.5,593.8,97.1,1,5.5,2.9,Developed Regions
Montserrat,MSR,1990,1.3,12.5,9.4,87.5,10.7,1.3,97.2,9.1,97.2,10.4,97.2,2.8,2.8,2.8,Latin America and the Caribbean
Montserrat,MSR,2005,0.8,13.5,4.8,86.5,5.6,0.7,98.9,4.8,99,5.5,99,1.1,1,1,Latin America and the Caribbean
Montserrat,MSR,2010,0.8,14.1,5.1,85.9,5.9,0.8,98.9,5,99,5.9,99,1.1,1,1,Latin America and the Caribbean
Montserrat,MSR,1995,1.3,12.9,8.9,87.1,10.2,1.3,97.9,8.7,97.9,10,97.9,2.1,2.1,2.1,Latin America and the Caribbean
Montserrat,MSR,2000,0.5,11,4.4,89,4.9,0.5,98.5,4.3,98.6,4.9,98.6,1.5,1.4,1.4,Latin America and the Caribbean
Montserrat,MSR,2015,0.9,14.8,5.3,85.2,6.2,0.9,99,5.2,99,6.1,99,1,1,1,Latin America and the Caribbean
Morocco,MAR,2015,20439.2,60.2,13516,39.8,33955.2,20178.8,98.7,8827.3,65.3,29006.1,85.4,1.3,34.7,14.6,Northern Africa
Morocco,MAR,1995,13870.6,51.7,12962.5,48.3,26833.1,13136.4,94.7,7216.3,55.7,20352.7,75.8,5.3,44.3,24.2,Northern Africa
Morocco,MAR,2000,15312.5,53.3,13397.6,46.7,28710.1,14673,95.8,7817.3,58.3,22490.3,78.3,4.2,41.7,21.7,Northern Africa
Morocco,MAR,1990,11940.5,48.4,12734.5,51.6,24675,11175.1,93.6,6748.4,53,17923.6,72.6,6.4,47,27.4,Northern Africa
Morocco,MAR,2005,16606.9,55.1,13518.5,44.9,30125.4,16098.7,96.9,8249.8,61,24348.5,80.8,3.1,39,19.2,Northern Africa
Morocco,MAR,2010,18252.5,57.7,13389.8,42.3,31642.4,17897.7,98.1,8529.8,63.7,26427.6,83.5,1.9,36.3,16.5,Northern Africa
Mozambique,MOZ,1990,3392,25,10176,75,13568,2448.5,72.2,2315.7,22.8,4764.2,35.1,27.8,77.2,64.9,Sub-Saharan Africa
Mozambique,MOZ,1995,4394.1,27.5,11587.4,72.5,15981.6,3191.3,72.6,2724,23.5,5915.3,37,27.4,76.5,63,Sub-Saharan Africa
Mozambique,MOZ,2010,7419.1,31,16548.2,69,23967.3,5878.6,79.2,5756.1,34.8,11634.7,48.5,20.8,65.2,51.5,Sub-Saharan Africa
Mozambique,MOZ,2015,8737,32.2,18384.8,67.8,27121.8,7038.3,80.6,6809.6,37,13847.9,51.1,19.4,63,48.9,Sub-Saharan Africa
Mozambique,MOZ,2000,5317.9,29.1,12957.7,70.9,18275.6,3979.3,74.8,3533.2,27.3,7512.5,41.1,25.2,72.7,58.9,Sub-Saharan Africa
Mozambique,MOZ,2005,6303,30,14707.4,70,21010.4,4855.3,77,4563.1,31,9418.4,44.8,23,69,55.2,Sub-Saharan Africa
Myanmar,MMR,1995,11570.4,25.5,33759.4,74.5,45329.9,9404.4,81.3,18191.9,53.9,27596.3,60.9,18.7,46.1,39.1,South-eastern Asia
Myanmar,MMR,2000,13066.6,27,35386.4,73,48453,11059.2,84.6,21203.6,59.9,32262.8,66.6,15.4,40.1,33.4,South-eastern Asia
Myanmar,MMR,2005,14517.2,28.9,35663.8,71.1,50181,12774.4,88,23521.4,66,36295.9,72.3,12,34,27.7,South-eastern Asia
Myanmar,MMR,1990,10349.7,24.6,31773.3,75.4,42123,8273.2,79.9,16354.9,51.5,24628.1,58.5,20.1,48.5,41.5,South-eastern Asia
Myanmar,MMR,2015,18469,34.1,35695.2,65.9,54164.3,17120,92.7,26557.2,74.4,43677.2,80.6,7.3,25.6,19.4,South-eastern Asia
Myanmar,MMR,2010,16309.1,31.4,35622.1,68.6,51931.2,14898.8,91.4,25643.1,72,40541.9,78.1,8.6,28,21.9,South-eastern Asia
Namibia,NAM,1995,493.2,29.8,1161,70.2,1654.2,486.4,98.6,739.2,63.7,1225.6,74.1,1.4,36.3,25.9,Sub-Saharan Africa
Namibia,NAM,2000,614.4,32.4,1283.5,67.6,1898,605.3,98.5,884.5,68.9,1489.8,78.5,1.5,31.1,21.5,Sub-Saharan Africa
Namibia,NAM,1990,391.5,27.7,1024,72.3,1415.4,386.5,98.7,598.2,58.4,984.7,69.6,1.3,41.6,30.4,Sub-Saharan Africa
Namibia,NAM,2015,1116.3,46.7,1276.1,53.3,2392.4,1095.9,98.2,1080.2,84.6,2176.1,91,1.8,15.4,9,Sub-Saharan Africa
Namibia,NAM,2005,742.5,36.6,1284.5,63.4,2027,730.7,98.4,952.5,74.2,1683.2,83,1.6,25.8,17,Sub-Saharan Africa
Namibia,NAM,2010,906.8,41.6,1272.2,58.4,2179,891.3,98.3,1010.1,79.4,1901.4,87.3,1.7,20.6,12.7,Sub-Saharan Africa
Nauru,NRU,1990,9.2,100,0,0,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oceania
Nauru,NRU,1995,10,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oceania
Nauru,NRU,2000,10,100,0,0,10,9.3,93,NA,NA,9.3,93,7,NA,7,Oceania
Nauru,NRU,2005,10.1,100,0,0,10.1,9.5,94.4,NA,NA,9.5,94.4,5.6,NA,5.6,Oceania
Nauru,NRU,2010,10.3,100,0,0,10.3,9.8,95.7,NA,NA,9.8,95.7,4.3,NA,4.3,Oceania
Nauru,NRU,2015,10.6,100,0,0,10.6,10.2,96.5,NA,NA,10.2,96.5,3.5,NA,3.5,Oceania
Nepal,NPL,2000,3113.8,13.4,20070.3,86.6,23184.2,2935,94.3,14946.8,74.5,17881.8,77.1,5.7,25.5,22.9,Southern Asia
Nepal,NPL,2005,3840,15.2,21452.1,84.8,25292.1,3576.4,93.1,17212.8,80.2,20789.2,82.2,6.9,19.8,17.8,Southern Asia
Nepal,NPL,2010,4516.1,16.8,22330,83.2,26846,4155.4,92,19204.9,86,23360.3,87,8,14,13,Southern Asia
Nepal,NPL,1995,2243.1,10.9,18344.1,89.1,20587.2,2139.4,95.4,12603.4,68.7,14742.8,71.6,4.6,31.3,28.4,Southern Asia
Nepal,NPL,1990,1603.6,8.9,16507.6,91.1,18111.2,1547.5,96.5,10389.7,62.9,11937.2,65.9,3.5,37.1,34.1,Southern Asia
Nepal,NPL,2015,5294.3,18.6,23146.3,81.4,28440.6,4812.1,90.9,21241.7,91.8,26053.8,91.6,9.1,8.2,8.4,Southern Asia
Netherlands,NLD,1995,11227.1,72.8,4192.9,27.2,15420,11227.1,100,4192.9,100,15420,100,0,0,0,Developed Regions
Netherlands,NLD,2000,12179.5,76.8,3680.3,23.2,15859.9,12179.5,100,3680.3,100,15859.9,100,0,0,0,Developed Regions
Netherlands,NLD,1990,10227.3,68.7,4663,31.3,14890.3,10227.3,100,4663,100,14890.3,100,0,0,0,Developed Regions
Netherlands,NLD,2010,14465.3,87.1,2149.9,12.9,16615.2,14465.3,100,2149.9,100,16615.2,100,0,0,0,Developed Regions
Netherlands,NLD,2015,15243.3,90.5,1600.9,9.5,16844.2,15243.3,100,1600.9,100,16844.2,100,0,0,0,Developed Regions
Netherlands,NLD,2005,13470.6,82.6,2831.7,17.4,16302.2,13470.6,100,2831.7,100,16302.2,100,0,0,0,Developed Regions
Netherlands Antilles,ANT,2015,195.8,94.1,12.3,5.9,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Netherlands Antilles,ANT,2005,170.9,91.9,15,8.1,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Netherlands Antilles,ANT,2010,187,93.2,13.7,6.8,200.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Netherlands Antilles,ANT,1990,163.1,85.6,27.4,14.4,190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Netherlands Antilles,ANT,1995,167.2,88,22.9,12,190.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
Netherlands Antilles,ANT,2000,162.1,90.2,17.7,9.8,179.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America and the Caribbean
New Caledonia,NCL,2000,129.7,61.8,80.3,38.2,210,122,94,75.5,94,197.4,94,6,6,6,Oceania
New Caledonia,NCL,2005,146.3,64,82.4,36,228.7,139.7,95.5,78.7,95.5,218.4,95.5,4.5,4.5,4.5,Oceania
New Caledonia,NCL,1990,100.3,59.5,68.2,40.5,168.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oceania
New Caledonia,NCL,1995,113.7,60.1,75.5,39.9,189.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oceania
New Caledonia,NCL,2015,184.8,70.2,78.4,29.8,263.1,181.9,98.5,77.2,98.5,259.1,98.5,1.5,1.5,1.5,Oceania
New Caledonia,NCL,2010,165.7,67.3,80.6,32.7,246.4,162.4,98,79,98,241.3,98,2,2,2,Oceania
New Zealand,NZL,2015,3965.9,86.3,630.5,13.7,4596.4,3965.9,100,630.5,100,4596.4,100,0,0,0,Developed Regions
New Zealand,NZL,1995,3136,85.3,539,14.7,3675.1,3136,100,539,100,3675.1,100,0,0,0,Developed Regions
New Zealand,NZL,2010,3763.8,86.2,604.3,13.8,4368.1,3763.8,100,604.3,100,4368.1,100,0,0,0,Developed Regions
New Zealand,NZL,1990,2879.5,84.7,518.5,15.3,3398,2879.5,100,518.5,100,3398,100,0,0,0,Developed Regions
New Zealand,NZL,2000,3305.4,85.7,552.6,14.3,3858,3305.4,100,552.6,100,3858,100,0,0,0,Developed Regions
New Zealand,NZL,2005,3557.5,86.1,576.6,13.9,4134.1,3557.5,100,576.6,100,4134.1,100,0,0,0,Developed Regions
Nicaragua,NIC,1990,2165.6,52.3,1972.2,47.7,4137.8,1961.5,90.6,1045.6,53,3007.1,72.7,9.4,47,27.3,Latin America and the Caribbean
Nicaragua,NIC,2005,3051.3,55.9,2403.9,44.1,5455.2,2937.4,96.3,1531.4,63.7,4468.8,81.9,3.7,36.3,18.1,Latin America and the Caribbean
Nicaragua,NIC,2010,3333.5,57.3,2488.7,42.7,5822.2,3272.4,98.2,1674,67.3,4946.4,85,1.8,32.7,15,Latin America and the Caribbean
Nicaragua,NIC,1995,2494.4,53.5,2165.1,46.5,4659.5,2306.6,92.5,1224.9,56.6,3531.6,75.8,7.5,43.4,24.2,Latin America and the Caribbean
Nicaragua,NIC,2000,2792.1,54.7,2308.8,45.3,5100.9,2634.9,94.4,1388.5,60.1,4023.4,78.9,5.6,39.9,21.1,Latin America and the Caribbean
Nicaragua,NIC,2015,3677.5,58.8,2579,41.2,6256.5,3651.9,99.3,1789.9,69.4,5441.8,87,0.7,30.6,13,Latin America and the Caribbean
Niger,NER,2015,3609.3,18.7,15659.1,81.3,19268.4,3609.3,100,7613.8,48.6,11223.1,58.2,0,51.4,41.8,Sub-Saharan Africa
Niger,NER,1990,1191.7,15.4,6562.3,84.6,7753.9,728.3,61.1,1887.4,28.8,2615.6,33.7,38.9,71.2,66.3,Sub-Saharan Africa
Niger,NER,1995,1445.9,15.8,7721.2,84.2,9167.1,1005.4,69.5,2540.2,32.9,3545.6,38.7,30.5,67.1,61.3,Sub-Saharan Africa
Niger,NER,2000,1778.8,16.2,9211,83.8,10989.8,1386.7,78,3411.4,37,4798.1,43.7,22,63,56.3,Sub-Saharan Africa
Niger,NER,2010,2790.8,17.6,13103,82.4,15893.7,2645.6,94.8,5937.2,45.3,8582.8,54,5.2,54.7,46,Sub-Saharan Africa
Niger,NER,2005,2204.4,16.7,10979.4,83.3,13183.8,1904.1,86.4,4520.7,41.2,6424.7,48.7,13.6,58.8,51.3,Sub-Saharan Africa
Nigeria,NGA,1995,34918.7,32.2,73506.2,67.8,108424.8,26985.3,77.3,22865.8,31.1,49851.1,46,22.7,68.9,54,Sub-Saharan Africa
Nigeria,NGA,2000,42810.3,34.8,80066.5,65.2,122876.7,33461.7,78.2,30148,37.7,63609.7,51.8,21.8,62.3,48.2,Sub-Saharan Africa
